source_run,source_path,run_state,agent_a_type,agent_b_model,agent_b_llm_size,tts_engines,asr_engines,planned_condition_count,observed_condition_count,completed_condition_count,interrupted_condition_count,not_started_condition_count,known_outcome_count,successful_condition_count,task_success_rate_completed,finalized_artifacts_available,interpretation
20260712_021900_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021900_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021901_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021901_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022020_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022020_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022024_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022024_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022039_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022039_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022139_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022139_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022145_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022145_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022201_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022201_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022257_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022257_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022308_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022308_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022324_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022324_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022415_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022415_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022431_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022431_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022444_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022444_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022535_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022535_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022555_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022555_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022605_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022605_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022654_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022654_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022718_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022718_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022724_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022724_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022813_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022813_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022844_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022844_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022845_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022845_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_022933_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_022933_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023005_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023005_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023007_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023007_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023100_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023100_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023125_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023125_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023129_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023129_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023218_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023218_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023246_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023246_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023250_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023250_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023340_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023340_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023404_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023404_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023411_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023411_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023500_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023500_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023524_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023524_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023532_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023532_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023620_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023620_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023645_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023645_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023655_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023655_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023807_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023807_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_023931_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_023931_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_024054_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_024054_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_024216_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_024216_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_024338_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_024338_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_024500_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_024500_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_024621_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_024621_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_024742_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_024742_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_024901_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_024901_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_025024_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_025024_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_025147_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_025147_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004326_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004326_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004326_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004326_b-n0001_02,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004329_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004329_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004330_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004330_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004447_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004447_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004448_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004448_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004449_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004449_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_004453_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_004453_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_014917_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_014917_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015038_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015038_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015058_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015058_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015153_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015153_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015154_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015154_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015156_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015156_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015221_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015221_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015313_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015313_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015316_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015316_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015316_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015316_b-n0001_02,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015344_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015344_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015432_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015432_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015438_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015438_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015438_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015438_b-n0001_02,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015503_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015503_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015553_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015553_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015556_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015556_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015558_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015558_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015622_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015622_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015713_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015713_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015714_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015714_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015718_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015718_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015741_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015741_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015833_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015833_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015833_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015833_b-n0001_02,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015838_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015838_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015900_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015900_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015952_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015952_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015954_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015954_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_015958_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-qwen2.5-1.5b/userlm/20260712_015958_b-n0001,finalized,userlm,Qwen2.5-1.5B-Instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
